                        ********************************
*     UNIVERSITY OF BOLO********************************




                        PROGRAM RICHARDS
                        ****************


  INFILTRATION IN HOMOGENEOUS COLUMN OF SAND                                    



    NUMBER OF NODES                 (NNODE)...: 60
    NUMBER OF SOIL MATERIALS        (NMAT)....:  4
    NUMBER OF LAYERS (NLAY)....:  1
    KODE   OF SOLUTION METHOD (KODE)....:  4
    KODE   FOR RESTART READING      (KREST)...:  0
    KODE   FOR BOUNDARY CONDITIONS  (KBOUN)...:  0
    KODE FOR COMP.INTEBLOCK COND.   (KBLOCK)..:  4


                             SOIL PARAMETERS
                             ***************

    IM   KS(IM)     PA(IM)   ALFA(IM)  BETA(IM)  GAMMA(IM) TETAS(IM) TETAR(IM)
        40    1   78.50        -9.999999E+01        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     1.803E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2170E-03   CUM. WATER ENTERED:        9.0601E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            6.6187E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.9165E+01
 WATER BALANCE ERROR %:  -2.7226E+00   NUMBER OF TIME STEPS :         819


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.001007E+01        2.698033E-01
         3    1    4.50        -2.002274E+01        2.697636E-01
         4    1    6.50        -2.003861E+01        2.697139E-01
         5    1    8.50        -2.005843E+01        2.696517E-01
         6    1   10.50        -2.008311E+01        2.695739E-01
         7    1   12.50        -2.011381E+01        2.694769E-01
         8    1   14.50        -2.015194E+01        2.693560E-01
         9    1   16.50        -2.019927E+01        2.692052E-01
        10    1   18.50        -2.025800E+01        2.690168E-01
        11    1   20.50        -2.033089E+01        2.687814E-01
        12    1   22.50        -2.042143E+01        2.684862E-01
        13    1   24.50        -2.053402E+01        2.681150E-01
        14    1   26.50        -2.067431E+01        2.676460E-01
        15    1   28.50        -2.084953E+01        2.670501E-01
        16    1   30.50        -2.106914E+01        2.662875E-01
        17    1   32.50        -2.134560E+01        2.653025E-01
        18    1   34.50        -2.169560E+01        2.640156E-01
        19    1   36.50        -2.214196E+01        2.623100E-01
        20    1   38.50        -2.271661E+01        2.600091E-01
        21    1   40.50        -2.346550E+01        2.568361E-01
        22    1   42.50        -2.445712E+01        2.523422E-01
        23    1   44.50        -2.579788E+01        2.457719E-01
        24    1   46.50        -2.766209E+01        2.358192E-01
        25    1   48.50        -3.035418E+01        2.202337E-01
        26    1   50.50        -3.444900E+01        1.955372E-01
        27    1   52.50        -4.110686E+01        1.588746E-01
        28    1   54.50        -5.232498E+01        1.176401E-01
        29    1   56.50        -6.875894E+01        9.167372E-02
        30    1   58.50        -8.542944E+01        8.239348E-02
        31    1   60.50        -9.520587E+01        7.987330E-02
        32    1   62.50        -9.870324E+01        7.923751E-02
        33    1   64.50        -9.967330E+01        7.907963E-02
        34    1   66.50        -9.991962E+01        7.904070E-02
        35    1   68.50        -9.998043E+01        7.903116E-02
        36    1   70.50        -9.999527E+01        7.902884E-02
        37    1   72.50        -9.999886E+01        7.902828E-02
        38    1   74.50        -9.999973E+01        7.902814E-02
        39    1   76.50        -9.999994E+01        7.902811E-02
        40    1   78.50        -9.999998E+01        7.902810E-02
        41    1   80.50        -1.000000E+02        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     1.861E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2144E-03   CUM. WATER ENTERED:        9.3038E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            6.8309E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.9408E+01
 WATER BALANCE ERROR %:  -2.6513E+00   NUMBER OF TIME STEPS :         826


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000883E+01        2.698072E-01
         3    1    4.50        -2.001993E+01        2.697724E-01
         4    1    6.50        -2.003384E+01        2.697289E-01
         5    1    8.50        -2.005120E+01        2.696744E-01
         6    1   10.50        -2.007282E+01        2.696064E-01
         7    1   12.50        -2.009970E+01        2.695216E-01
         8    1   14.50        -2.013307E+01        2.694159E-01
         9    1   16.50        -2.017448E+01        2.692843E-01
        10    1   18.50        -2.022582E+01        2.691202E-01
        11    1   20.50        -2.028950E+01        2.689153E-01
        12    1   22.50        -2.036852E+01        2.686591E-01
        13    1   24.50        -2.046666E+01        2.683376E-01
        14    1   26.50        -2.058875E+01        2.679329E-01
        15    1   28.50        -2.074094E+01        2.674207E-01
        16    1   30.50        -2.093121E+01        2.667685E-01
        17    1   32.50        -2.116997E+01        2.659315E-01
        18    1   34.50        -2.147106E+01        2.648463E-01
        19    1   36.50        -2.185311E+01        2.634219E-01
        20    1   38.50        -2.234180E+01        2.615232E-01
        21    1   40.50        -2.297340E+01        2.589431E-01
        22    1   42.50        -2.380072E+01        2.553535E-01
        23    1   44.50        -2.490352E+01        2.502152E-01
        24    1   46.50        -2.640793E+01        2.426111E-01
        25    1   48.50        -2.852485E+01        2.309501E-01
        26    1   50.50        -3.163226E+01        2.125482E-01
        27    1   52.50        -3.646342E+01        1.837014E-01
        28    1   54.50        -4.448933E+01        1.436243E-01
        29    1   56.50        -5.766471E+01        1.060127E-01
        30    1   58.50        -7.502096E+01        8.708424E-02
        31    1   60.50        -8.973897E+01        8.112210E-02
        32    1   62.50        -9.688385E+01        7.955453E-02
        33    1   64.50        -9.917897E+01        7.915915E-02
        34    1   66.50        -9.979397E+01        7.906050E-02
        35    1   68.50        -9.994920E+01        7.903606E-02
        36    1   70.50        -9.998759E+01        7.903004E-02
        37    1   72.50        -9.999699E+01        7.902857E-02
        38    1   74.50        -9.999927E+01        7.902821E-02
        39    1   76.50        -9.999983E+01        7.902813E-02
        40    1   78.50        -9.999996E+01        7.902811E-02
        41    1   80.50        -9.999999E+01        7.902810E-02
        42    1   82.50        -1.000000E+02        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     1.921E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2121E-03   CUM. WATER ENTERED:        9.5565E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            7.0512E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.9661E+01
 WATER BALANCE ERROR %:  -2.5812E+00   NUMBER OF TIME STEPS :         834


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000770E+01        2.698107E-01
         3    1    4.50        -2.001738E+01        2.697804E-01
         4    1    6.50        -2.002951E+01        2.697424E-01
         5    1    8.50        -2.004464E+01        2.696950E-01
         6    1   10.50        -2.006349E+01        2.696357E-01
         7    1   12.50        -2.008691E+01        2.695619E-01
         8    1   14.50        -2.011598E+01        2.694701E-01
         9    1   16.50        -2.015203E+01        2.693557E-01
        10    1   18.50        -2.019671E+01        2.692133E-01
        11    1   20.50        -2.025208E+01        2.690359E-01
        12    1   22.50        -2.032072E+01        2.688143E-01
        13    1   24.50        -2.040588E+01        2.685371E-01
        14    1   26.50        -2.051167E+01        2.681890E-01
        15    1   28.50        -2.064330E+01        2.677503E-01
        16    1   30.50        -2.080749E+01        2.671941E-01
        17    1   32.50        -2.101296E+01        2.664843E-01
        18    1   34.50        -2.127113E+01        2.655706E-01
        19    1   36.50        -2.159726E+01        2.643817E-01
        20    1   38.50        -2.201205E+01        2.628138E-01
        21    1   40.50        -2.254425E+01        2.607116E-01
        22    1   42.50        -2.323482E+01        2.578342E-01
        23    1   44.50        -2.414409E+01        2.537958E-01
        24    1   46.50        -2.536452E+01        2.479543E-01
        25    1   48.50        -2.704478E+01        2.392085E-01
        26    1   50.50        -2.943885E+01        2.256514E-01
        27    1   52.50        -3.301373E+01        2.041806E-01
        28    1   54.50        -3.869583E+01        1.712580E-01
        29    1   56.50        -4.825660E+01        1.296021E-01
        30    1   58.50        -6.319886E+01        9.757948E-02
        31    1   60.50        -8.058605E+01        8.423220E-02
        32    1   62.50        -9.286731E+01        8.036491E-02
        33    1   64.50        -9.795231E+01        7.936494E-02
        34    1   66.50        -9.946860E+01        7.911233E-02
        35    1   68.50        -9.986673E+01        7.904902E-02
        36    1   70.50        -9.996703E+01        7.903326E-02
        37    1   72.50        -9.999191E+01        7.902937E-02
        38    1   74.50        -9.999803E+01        7.902841E-02
        39    1   76.50        -9.999952E+01        7.902817E-02
        40    1   78.50        -9.999988E+01        7.902812E-02
        41    1   80.50        -9.999997E+01        7.902810E-02
        42    1   82.50        -9.999999E+01        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     1.981E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2100E-03   CUM. WATER ENTERED:        9.8091E+00
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            7.2714E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       1.9913E+01
 WATER BALANCE ERROR %:  -2.5147E+00   NUMBER OF TIME STEPS :         842


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000672E+01        2.698138E-01
         3    1    4.50        -2.001516E+01        2.697874E-01
         4    1    6.50        -2.002574E+01        2.697543E-01
         5    1    8.50        -2.003894E+01        2.697129E-01
         6    1   10.50        -2.005537E+01        2.696613E-01
         7    1   12.50        -2.007578E+01        2.695970E-01
         8    1   14.50        -2.010112E+01        2.695171E-01
         9    1   16.50        -2.013252E+01        2.694177E-01
        10    1   18.50        -2.017141E+01        2.692940E-01
        11    1   20.50        -2.021958E+01        2.691401E-01
        12    1   22.50        -2.027926E+01        2.689484E-01
        13    1   24.50        -2.035321E+01        2.687089E-01
        14    1   26.50        -2.044496E+01        2.684090E-01
        15    1   28.50        -2.055896E+01        2.680321E-01
        16    1   30.50        -2.070088E+01        2.675563E-01
        17    1   32.50        -2.087804E+01        2.669521E-01
        18    1   34.50        -2.109998E+01        2.661790E-01
        19    1   36.50        -2.137927E+01        2.651806E-01
        20    1   38.50        -2.173277E+01        2.638763E-01
        21    1   40.50        -2.218354E+01        2.621475E-01
        22    1   42.50        -2.276386E+01        2.598147E-01
        23    1   44.50        -2.352019E+01        2.565968E-01
        24    1   46.50        -2.452182E+01        2.520378E-01
        25    1   48.50        -2.587651E+01        2.453702E-01
        26    1   50.50        -2.776084E+01        2.352694E-01
        27    1   52.50        -3.048342E+01        2.194618E-01
        28    1   54.50        -3.462698E+01        1.944745E-01
        29    1   56.50        -4.136369E+01        1.576276E-01
        30    1   58.50        -5.266828E+01        1.167648E-01
        31    1   60.50        -6.906471E+01        9.140578E-02
        32    1   62.50        -8.552665E+01        8.236141E-02
        33    1   64.50        -9.517356E+01        7.987971E-02
        34    1   66.50        -9.866912E+01        7.924320E-02
        35    1   68.50        -9.965783E+01        7.908209E-02
        36    1   70.50        -9.991412E+01        7.904157E-02
        37    1   72.50        -9.997868E+01        7.903144E-02
        38    1   74.50        -9.999475E+01        7.902892E-02
        39    1   76.50        -9.999871E+01        7.902830E-02
        40    1   78.50        -9.999969E+01        7.902815E-02
        41    1   80.50        -9.999992E+01        7.902811E-02
        42    1   82.50        -9.999998E+01        7.902810E-02
        43    1   84.50        -1.000000E+02        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.040E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2082E-03   CUM. WATER ENTERED:        1.0060E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            7.4905E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.0164E+01
 WATER BALANCE ERROR %:  -2.4520E+00   NUMBER OF TIME STEPS :         850


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000586E+01        2.698164E-01
         3    1    4.50        -2.001324E+01        2.697934E-01
         4    1    6.50        -2.002247E+01        2.697645E-01
         5    1    8.50        -2.003399E+01        2.697284E-01
         6    1   10.50        -2.004833E+01        2.696834E-01
         7    1   12.50        -2.006614E+01        2.696274E-01
         8    1   14.50        -2.008823E+01        2.695578E-01
         9    1   16.50        -2.011561E+01        2.694712E-01
        10    1   18.50        -2.014950E+01        2.693637E-01
        11    1   20.50        -2.019146E+01        2.692301E-01
        12    1   22.50        -2.024340E+01        2.690638E-01
        13    1   24.50        -2.030772E+01        2.688564E-01
        14    1   26.50        -2.038742E+01        2.685974E-01
        15    1   28.50        -2.048632E+01        2.682728E-01
        16    1   30.50        -2.060925E+01        2.678644E-01
        17    1   32.50        -2.076238E+01        2.673479E-01
        18    1   34.50        -2.095372E+01        2.666905E-01
        19    1   36.50        -2.119371E+01        2.658471E-01
        20    1   38.50        -2.149625E+01        2.647540E-01
        21    1   40.50        -2.188002E+01        2.633196E-01
        22    1   42.50        -2.237082E+01        2.614077E-01
        23    1   44.50        -2.300503E+01        2.588102E-01
        24    1   46.50        -2.383567E+01        2.551967E-01
        25    1   48.50        -2.494279E+01        2.500251E-01
        26    1   50.50        -2.645299E+01        2.423736E-01
        27    1   52.50        -2.857791E+01        2.306462E-01
        28    1   54.50        -3.169672E+01        2.121584E-01
        29    1   56.50        -3.654422E+01        1.832371E-01
        30    1   58.50        -4.458933E+01        1.432123E-01
        31    1   60.50        -5.775665E+01        1.058460E-01
        32    1   62.50        -7.502821E+01        8.707988E-02
        33    1   64.50        -8.965818E+01        8.114334E-02
        34    1   66.50        -9.681290E+01        7.956748E-02
        35    1   68.50        -9.914527E+01        7.916464E-02
        36    1   70.50        -9.978145E+01        7.906248E-02
        37    1   72.50        -9.994507E+01        7.903671E-02
        38    1   74.50        -9.998632E+01        7.903024E-02
        39    1   76.50        -9.999662E+01        7.902863E-02
        40    1   78.50        -9.999917E+01        7.902823E-02
        41    1   80.50        -9.999980E+01        7.902813E-02
        42    1   82.50        -9.999995E+01        7.902811E-02
        43    1   84.50        -9.999999E+01        7.902810E-02
        44    1   86.50        -1.000000E+02        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.100E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2066E-03   CUM. WATER ENTERED:        1.0313E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            7.7113E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.0417E+01
 WATER BALANCE ERROR %:  -2.3918E+00   NUMBER OF TIME STEPS :         869


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000511E+01        2.698188E-01
         3    1    4.50        -2.001154E+01        2.697987E-01
         4    1    6.50        -2.001959E+01        2.697735E-01
         5    1    8.50        -2.002964E+01        2.697420E-01
         6    1   10.50        -2.004213E+01        2.697028E-01
         7    1   12.50        -2.005766E+01        2.696541E-01
         8    1   14.50        -2.007691E+01        2.695935E-01
         9    1   16.50        -2.010075E+01        2.695182E-01
        10    1   18.50        -2.013027E+01        2.694248E-01
        11    1   20.50        -2.016679E+01        2.693088E-01
        12    1   22.50        -2.021196E+01        2.691646E-01
        13    1   24.50        -2.026786E+01        2.689851E-01
        14    1   26.50        -2.033707E+01        2.687613E-01
        15    1   28.50        -2.042285E+01        2.684816E-01
        16    1   30.50        -2.052931E+01        2.681306E-01
        17    1   32.50        -2.066169E+01        2.676885E-01
        18    1   34.50        -2.082673E+01        2.671283E-01
        19    1   36.50        -2.103315E+01        2.664137E-01
        20    1   38.50        -2.129245E+01        2.654940E-01
        21    1   40.50        -2.161990E+01        2.642977E-01
        22    1   42.50        -2.203629E+01        2.627202E-01
        23    1   44.50        -2.257045E+01        2.606054E-01
        24    1   46.50        -2.326349E+01        2.577112E-01
        25    1   48.50        -2.417594E+01        2.536494E-01
        26    1   50.50        -2.540058E+01        2.477748E-01
        27    1   52.50        -2.708661E+01        2.389816E-01
        28    1   54.50        -2.948894E+01        2.253576E-01
        29    1   56.50        -3.307632E+01        2.038017E-01
        30    1   58.50        -3.877888E+01        1.708120E-01
        31    1   60.50        -4.837132E+01        1.292218E-01
        32    1   62.50        -6.332171E+01        9.742480E-02
        33    1   64.50        -8.063500E+01        8.421100E-02
        34    1   66.50        -9.284004E+01        8.037100E-02
        35    1   68.50        -9.792025E+01        7.937048E-02
        36    1   70.50        -9.945226E+01        7.911495E-02
        37    1   72.50        -9.986035E+01        7.905003E-02
        38    1   74.50        -9.996484E+01        7.903361E-02
        39    1   76.50        -9.999121E+01        7.902947E-02
        40    1   78.50        -9.999782E+01        7.902844E-02
        41    1   80.50        -9.999946E+01        7.902818E-02
        42    1   82.50        -9.999987E+01        7.902812E-02
        43    1   84.50        -9.999997E+01        7.902810E-02
        44    1   86.50        -9.999999E+01        7.902810E-02
        45    1   88.50        -1.000000E+02        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.164E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2052E-03   CUM. WATER ENTERED:        1.0581E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            7.9449E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.0684E+01
 WATER BALANCE ERROR %:  -2.3313E+00   NUMBER OF TIME STEPS :         897


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000442E+01        2.698209E-01
         3    1    4.50        -2.000998E+01        2.698036E-01
         4    1    6.50        -2.001694E+01        2.697818E-01
         5    1    8.50        -2.002562E+01        2.697546E-01
         6    1   10.50        -2.003643E+01        2.697207E-01
         7    1   12.50        -2.004984E+01        2.696786E-01
         8    1   14.50        -2.006648E+01        2.696263E-01
         9    1   16.50        -2.008708E+01        2.695614E-01
        10    1   18.50        -2.011256E+01        2.694809E-01
        11    1   20.50        -2.014408E+01        2.693810E-01
        12    1   22.50        -2.018304E+01        2.692570E-01
        13    1   24.50        -2.023123E+01        2.691028E-01
        14    1   26.50        -2.029083E+01        2.689110E-01
        15    1   28.50        -2.036462E+01        2.686718E-01
        16    1   30.50        -2.045608E+01        2.683725E-01
        17    1   32.50        -2.056961E+01        2.679967E-01
        18    1   34.50        -2.071086E+01        2.675226E-01
        19    1   36.50        -2.088708E+01        2.669210E-01
        20    1   38.50        -2.110769E+01        2.661518E-01
        21    1   40.50        -2.138517E+01        2.651592E-01
        22    1   42.50        -2.173618E+01        2.638635E-01
        23    1   44.50        -2.218353E+01        2.621475E-01
        24    1   46.50        -2.275908E+01        2.598344E-01
        25    1   48.50        -2.350869E+01        2.566473E-01
        26    1   50.50        -2.450061E+01        2.521377E-01
        27    1   52.50        -2.584090E+01        2.455523E-01
        28    1   54.50        -2.770306E+01        2.355913E-01
        29    1   56.50        -3.039003E+01        2.200198E-01
        30    1   58.50        -3.447403E+01        1.953875E-01
        31    1   60.50        -4.111407E+01        1.588394E-01
        32    1   62.50        -5.232465E+01        1.176409E-01
        33    1   64.50        -6.872214E+01        9.170633E-02
        34    1   66.50        -8.528572E+01        8.244121E-02
        35    1   68.50        -9.505404E+01        7.990349E-02
        36    1   70.50        -9.862201E+01        7.925107E-02
        37    1   72.50        -9.964124E+01        7.908473E-02
        38    1   74.50        -9.990864E+01        7.904243E-02
        39    1   76.50        -9.997696E+01        7.903171E-02
        40    1   78.50        -9.999423E+01        7.902900E-02
        41    1   80.50        -9.999856E+01        7.902832E-02
        42    1   82.50        -9.999964E+01        7.902816E-02
        43    1   84.50        -9.999991E+01        7.902811E-02
        44    1   86.50        -9.999998E+01        7.902810E-02
        45    1   88.50        -9.999999E+01        7.902810E-02
        46    1   90.50        -1.000000E+02        7.902810E-02
        47    1   92.50        -1.000000E+02        7.902810E-02
        48    1   94.50        -1.000000E+02        7.902810E-02
        49    1   96.50        -1.000000E+02        7.902810E-02
        50    1   98.50        -1.000000E+02        7.902810E-02
        51    1  100.50        -1.000000E+02        7.902810E-02
        52    1  102.50        -1.000000E+02        7.902810E-02
        53    1  104.50        -1.000000E+02        7.902810E-02
        54    1  106.50        -1.000000E+02        7.902810E-02
        55    1  108.50        -1.000000E+02        7.902810E-02
        56    1  110.50        -1.000000E+02        7.902810E-02
        57    1  112.50        -1.000000E+02        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     2.225E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.2040E-03   CUM. WATER ENTERED:        1.0839E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            8.1701E-03
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.0942E+01
 WATER BALANCE ERROR %:  -2.2759E+00   NUMBER OF TIME STEPS :         905


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000385E+01        2.698227E-01
         3    1    4.50        -2.000868E+01        2.698076E-01
         4    1    6.50        -2.001474E+01        2.697887E-01
         5    1    8.50        -2.002229E+01        2.697651E-01
         6    1   10.50        -2.003169E+01        2.697356E-01
         7    1   12.50        -2.004335E+01        2.696990E-01
         8    1   14.50        -2.005781E+01        2.696536E-01
         9    1   16.50        -2.007572E+01        2.695972E-01
