                        ********************************
*     UNIVERSITY OF BOLO********************************




                        PROGRAM RICHARDS
                        ****************


  INFILTRATION IN HOMOGENEOUS COLUMN OF SAND                                    



    NUMBER OF NODES                 (NNODE)...: 60
    NUMBER OF SOIL MATERIALS        (NMAT)....:  4
    NUMBER OF LAYERS (NLAY)....:  1
    KODE   OF SOLUTION METHOD (KODE)....:  4
    KODE   FOR RESTART READING      (KREST)...:  0
    KODE   FOR BOUNDARY CONDITIONS  (KBOUN)...:  0
    KODE FOR COMP.INTEBLOCK COND.   (KBLOCK)..:  4


                             SOIL PARAMETERS
                             ***************

    IM   KS(IM)     PA(IM)   ALFA(IM)  BETA(IM)  GAMMA(IM) TETAS(IM) TETAR(IM)
        42    1   82.50        -3.192102E+01        2.108008E-01
        43    1   84.50        -3.686417E+01        1.814078E-01
        44    1   86.50        -4.506624E+01        1.412780E-01
        45    1   88.50        -5.838597E+01        1.047320E-01
        46    1   90.50        -7.559929E+01        8.674234E-02
        47    1   92.50        -8.992761E+01        8.107285E-02
        48    1   94.50        -9.687061E+01        7.955695E-02
        49    1   96.50        -9.914640E+01        7.916446E-02
        50    1   98.50        -9.977682E+01        7.906321E-02
        51    1  100.50        -9.994240E+01        7.903713E-02
        52    1  102.50        -9.998521E+01        7.903042E-02
        53    1  104.50        -9.999621E+01        7.902869E-02
        54    1  106.50        -9.999903E+01        7.902825E-02
        55    1  108.50        -9.999975E+01        7.902814E-02
        56    1  110.50        -9.999994E+01        7.902811E-02
        57    1  112.50        -9.999998E+01        7.902810E-02
        58    1  114.50        -1.000000E+02        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.363E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1965E-03   CUM. WATER ENTERED:        1.5617E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.2348E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.5716E+01
 WATER BALANCE ERROR %:  -1.5796E+00   NUMBER OF TIME STEPS :        1154


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000030E+01        2.698338E-01
         3    1    4.50        -2.000067E+01        2.698327E-01
         4    1    6.50        -2.000113E+01        2.698312E-01
         5    1    8.50        -2.000171E+01        2.698294E-01
         6    1   10.50        -2.000243E+01        2.698272E-01
         7    1   12.50        -2.000332E+01        2.698244E-01
         8    1   14.50        -2.000443E+01        2.698209E-01
         9    1   16.50        -2.000579E+01        2.698167E-01
        10    1   18.50        -2.000748E+01        2.698114E-01
        11    1   20.50        -2.000956E+01        2.698049E-01
        12    1   22.50        -2.001213E+01        2.697969E-01
        13    1   24.50        -2.001529E+01        2.697870E-01
        14    1   26.50        -2.001918E+01        2.697748E-01
        15    1   28.50        -2.002397E+01        2.697598E-01
        16    1   30.50        -2.002986E+01        2.697413E-01
        17    1   32.50        -2.003711E+01        2.697186E-01
        18    1   34.50        -2.004602E+01        2.696906E-01
        19    1   36.50        -2.005698E+01        2.696562E-01
        20    1   38.50        -2.007045E+01        2.696138E-01
        21    1   40.50        -2.008702E+01        2.695616E-01
        22    1   42.50        -2.010741E+01        2.694972E-01
        23    1   44.50        -2.013249E+01        2.694178E-01
        24    1   46.50        -2.016336E+01        2.693197E-01
        25    1   48.50        -2.020139E+01        2.691984E-01
        26    1   50.50        -2.024827E+01        2.690481E-01
        27    1   52.50        -2.030610E+01        2.688617E-01
        28    1   54.50        -2.037753E+01        2.686297E-01
        29    1   56.50        -2.046589E+01        2.683401E-01
        30    1   58.50        -2.057541E+01        2.679774E-01
        31    1   60.50        -2.071144E+01        2.675207E-01
        32    1   62.50        -2.088090E+01        2.669423E-01
        33    1   64.50        -2.109276E+01        2.662044E-01
        34    1   66.50        -2.135882E+01        2.652547E-01
        35    1   68.50        -2.169485E+01        2.640184E-01
        36    1   70.50        -2.212230E+01        2.623866E-01
        37    1   72.50        -2.267098E+01        2.601960E-01
        38    1   74.50        -2.338356E+01        2.571928E-01
        39    1   76.50        -2.432299E+01        2.529689E-01
        40    1   78.50        -2.558613E+01        2.468450E-01
        41    1   80.50        -2.732938E+01        2.376565E-01
        42    1   82.50        -2.982108E+01        2.234006E-01
        43    1   84.50        -3.355665E+01        2.008988E-01
        44    1   86.50        -3.951675E+01        1.669083E-01
        45    1   88.50        -4.949779E+01        1.256256E-01
        46    1   90.50        -6.471747E+01        9.575144E-02
        47    1   92.50        -8.175880E+01        8.373999E-02
        48    1   94.50        -9.333648E+01        8.026154E-02
        49    1   96.50        -9.805659E+01        7.934696E-02
        50    1   98.50        -9.948089E+01        7.911035E-02
        51    1  100.50        -9.986502E+01        7.904929E-02
        52    1  102.50        -9.996520E+01        7.903355E-02
        53    1  104.50        -9.999106E+01        7.902950E-02
        54    1  106.50        -9.999771E+01        7.902846E-02
        55    1  108.50        -9.999941E+01        7.902819E-02
        56    1  110.50        -9.999985E+01        7.902812E-02
        57    1  112.50        -9.999996E+01        7.902811E-02
        58    1  114.50        -9.999999E+01        7.902810E-02
        59    1  116.50        -1.000000E+02        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.424E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1964E-03   CUM. WATER ENTERED:        1.5873E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.2572E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.5972E+01
 WATER BALANCE ERROR %:  -1.5541E+00   NUMBER OF TIME STEPS :        1161


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000026E+01        2.698340E-01
         3    1    4.50        -2.000058E+01        2.698330E-01
         4    1    6.50        -2.000099E+01        2.698317E-01
         5    1    8.50        -2.000149E+01        2.698301E-01
         6    1   10.50        -2.000212E+01        2.698282E-01
         7    1   12.50        -2.000290E+01        2.698257E-01
         8    1   14.50        -2.000386E+01        2.698227E-01
         9    1   16.50        -2.000505E+01        2.698190E-01
        10    1   18.50        -2.000652E+01        2.698144E-01
        11    1   20.50        -2.000834E+01        2.698087E-01
        12    1   22.50        -2.001058E+01        2.698017E-01
        13    1   24.50        -2.001333E+01        2.697931E-01
        14    1   26.50        -2.001673E+01        2.697825E-01
        15    1   28.50        -2.002090E+01        2.697694E-01
        16    1   30.50        -2.002604E+01        2.697533E-01
        17    1   32.50        -2.003236E+01        2.697335E-01
        18    1   34.50        -2.004013E+01        2.697091E-01
        19    1   36.50        -2.004968E+01        2.696792E-01
        20    1   38.50        -2.006142E+01        2.696422E-01
        21    1   40.50        -2.007586E+01        2.695968E-01
        22    1   42.50        -2.009361E+01        2.695408E-01
        23    1   44.50        -2.011546E+01        2.694717E-01
        24    1   46.50        -2.014233E+01        2.693865E-01
        25    1   48.50        -2.017542E+01        2.692812E-01
        26    1   50.50        -2.021619E+01        2.691510E-01
        27    1   52.50        -2.026645E+01        2.689896E-01
        28    1   54.50        -2.032848E+01        2.687892E-01
        29    1   56.50        -2.040513E+01        2.685396E-01
        30    1   58.50        -2.050000E+01        2.682276E-01
        31    1   60.50        -2.061766E+01        2.678362E-01
        32    1   62.50        -2.076393E+01        2.673426E-01
        33    1   64.50        -2.094635E+01        2.667161E-01
        34    1   66.50        -2.117473E+01        2.659146E-01
        35    1   68.50        -2.146202E+01        2.648794E-01
        36    1   70.50        -2.182565E+01        2.635261E-01
        37    1   72.50        -2.228947E+01        2.617306E-01
        38    1   74.50        -2.288694E+01        2.593046E-01
        39    1   76.50        -2.366638E+01        2.559522E-01
        40    1   78.50        -2.470002E+01        2.511925E-01
        41    1   80.50        -2.610063E+01        2.442158E-01
        42    1   82.50        -2.805370E+01        2.336269E-01
        43    1   84.50        -3.088480E+01        2.170557E-01
        44    1   86.50        -3.521031E+01        1.910116E-01
        45    1   88.50        -4.225941E+01        1.533919E-01
        46    1   90.50        -5.395998E+01        1.136402E-01
        47    1   92.50        -7.045368E+01        9.025137E-02
        48    1   94.50        -8.639727E+01        8.208168E-02
        49    1   96.50        -9.545866E+01        7.982355E-02
        50    1   98.50        -9.872494E+01        7.923389E-02
        51    1  100.50        -9.966314E+01        7.908124E-02
        52    1  102.50        -9.991262E+01        7.904180E-02
        53    1  104.50        -9.997747E+01        7.903163E-02
        54    1  106.50        -9.999421E+01        7.902901E-02
        55    1  108.50        -9.999851E+01        7.902833E-02
        56    1  110.50        -9.999962E+01        7.902816E-02
        57    1  112.50        -9.999990E+01        7.902811E-02
        58    1  114.50        -9.999998E+01        7.902810E-02
        59    1  116.50        -9.999999E+01        7.902810E-02
        60    1  118.50        -1.000000E+02        7.902810E-02


              REPORT AT TIME:     3.480E+03      CPU_TIME:********
              **************



 WATER ENTERED IN STEP:   4.1964E-03   CUM. WATER ENTERED:        1.6108E+01
 WATER OUT IN THE STEP:   3.6715E-06   CUM. WATER OUT:            1.2778E-02
 INITIAL WATER VOLUME:    9.8650E+00   ACTUAL WATER VOLUME:       2.6207E+01
 WATER BALANCE ERROR %:  -1.5314E+00   NUMBER OF TIME STEPS :        1190


       NODE  IMAT    Z               H                   T

         1    1    0.50        -2.000000E+01        2.698348E-01
         2    1    2.50        -2.000023E+01        2.698341E-01
         3    1    4.50        -2.000051E+01        2.698332E-01
         4    1    6.50        -2.000087E+01        2.698321E-01
         5    1    8.50        -2.000131E+01        2.698307E-01
         6    1   10.50        -2.000187E+01        2.698289E-01
         7    1   12.50        -2.000255E+01        2.698268E-01
         8    1   14.50        -2.000340E+01        2.698241E-01
         9    1   16.50        -2.000445E+01        2.698209E-01
        10    1   18.50        -2.000575E+01        2.698168E-01
        11    1   20.50        -2.000735E+01        2.698118E-01
